DateTime,ambient_temperature (°C),irradiance (W/m²),humidity (%),device_temperature (°C),output_current (A),output_voltage (V),power_output (W),power_output_type
2024-10-25 10:00:00,30.23,402.96,64.31,30.27,25.02,35.01,877.74,Charge Controller to inverter
2024-10-25 11:00:00,30.03,971.09,75.91,58.88,9.50,20.48,584.30,Solar Panel output
2024-10-25 12:00:00,35.97,783.47,54.92,40.64,7.75,37.69,752.67,Charge Controller to battery
2024-10-25 13:00:00,33.00,920.75,85.55,42.55,27.09,43.45,895.00,Solar Panel output
2024-10-25 14:00:00,34.04,672.84,70.12,33.63,13.57,16.56,832.65,Solar Panel output
2024-10-25 15:00:00,35.92,709.36,67.97,41.48,22.10,43.20,731.24,Charge Controller to battery
2024-10-25 16:00:00,37.80,693.31,73.43,48.17,5.63,33.37,756.81,Solar Panel output
2024-10-25 17:00:00,26.76,800.12,74.99,51.29,22.25,16.58,303.45,Charge Controller to battery
2024-10-25 18:00:00,27.51,483.79,52.87,51.39,12.90,27.39,"1,181.57",Charge Controller to battery
2024-10-25 19:00:00,21.88,417.98,77.30,45.23,6.39,17.79,807.63,Solar Panel output
2024-10-25 20:00:00,31.57,584.76,59.68,56.65,20.25,37.21,240.89,Battery output
2024-10-25 21:00:00,20.72,822.81,78.56,53.61,11.02,39.32,"1,117.30",Solar Panel output
2024-10-25 22:00:00,29.31,521.11,82.90,51.50,14.67,15.81,"1,346.77",Charge Controller to inverter
2024-10-25 23:00:00,30.85,804.06,82.16,26.95,7.01,30.22,"1,367.28",Solar Panel output
2024-10-26 00:00:00,25.73,981.95,72.10,25.24,8.68,41.33,569.24,Charge Controller to battery
2024-10-26 01:00:00,31.82,456.34,70.81,32.44,12.45,45.70,247.01,Charge Controller to inverter
2024-10-26 02:00:00,20.61,803.56,55.72,48.22,7.24,30.49,775.39,Charge Controller to battery
2024-10-26 03:00:00,20.75,666.25,81.01,39.39,27.77,46.21,215.40,Battery output
2024-10-26 04:00:00,36.45,920.89,60.86,39.08,5.15,31.28,"1,348.90",Battery output
2024-10-26 05:00:00,27.20,506.29,69.87,55.96,17.10,26.19,313.34,Charge Controller to inverter
2024-10-26 06:00:00,22.54,815.58,61.37,56.34,8.08,42.54,408.82,Battery output
2024-10-26 07:00:00,30.44,902.87,55.35,56.82,12.69,29.75,621.16,Battery output
2024-10-26 08:00:00,35.40,966.77,75.18,35.99,28.15,28.99,588.77,Solar Panel output
2024-10-26 09:00:00,24.32,809.95,52.17,49.19,9.04,29.65,"1,156.63",Solar Panel output
2024-10-26 10:00:00,32.46,698.30,79.95,34.51,29.15,42.48,689.72,Battery output
2024-10-26 11:00:00,21.71,770.71,62.70,31.67,10.14,41.95,295.66,Battery output
2024-10-26 12:00:00,21.03,921.34,50.01,31.46,23.54,26.53,428.75,Solar Panel output
2024-10-26 13:00:00,30.63,742.37,70.45,36.97,18.67,24.00,762.58,Battery output
2024-10-26 14:00:00,30.81,418.23,51.87,40.05,27.11,29.71,263.49,Battery output
2024-10-26 15:00:00,32.75,958.57,61.05,54.08,18.85,32.62,904.08,Charge Controller to battery
2024-10-26 16:00:00,34.52,813.72,78.28,29.20,18.36,20.58,840.73,Battery output
2024-10-26 17:00:00,39.52,805.91,52.51,50.72,9.89,40.58,"1,046.29",Charge Controller to inverter
2024-10-26 18:00:00,30.33,529.41,83.57,43.60,9.16,29.51,"1,354.03",Charge Controller to battery
2024-10-26 19:00:00,26.46,795.33,50.15,35.08,27.91,24.03,"1,318.91",Charge Controller to inverter
2024-10-26 20:00:00,35.90,636.32,59.87,42.25,13.20,15.85,"1,365.58",Battery output
2024-10-26 21:00:00,25.42,790.74,79.64,35.50,14.30,20.60,397.71,Solar Panel output
2024-10-26 22:00:00,28.78,463.96,62.65,45.86,24.00,46.17,241.56,Charge Controller to battery
2024-10-26 23:00:00,21.57,794.71,54.08,40.18,13.47,22.98,477.14,Solar Panel output
2024-10-27 00:00:00,20.51,999.65,64.41,30.75,28.80,18.08,"1,295.22",Charge Controller to battery
2024-10-27 01:00:00,39.25,428.93,60.82,29.08,23.45,28.58,"1,401.43",Solar Panel output
2024-10-27 02:00:00,36.72,986.30,83.71,44.13,19.94,23.06,"1,245.87",Charge Controller to battery
2024-10-27 03:00:00,33.92,644.14,62.53,56.58,27.02,13.27,211.82,Charge Controller to battery
2024-10-27 04:00:00,28.18,922.45,81.56,37.04,6.24,23.63,"1,367.45",Charge Controller to inverter
2024-10-27 05:00:00,23.47,869.43,85.67,50.66,11.43,31.59,644.23,Solar Panel output
2024-10-27 06:00:00,23.13,740.21,67.35,48.05,16.63,31.86,72.85,Charge Controller to inverter
2024-10-27 07:00:00,25.00,843.07,86.40,57.60,10.67,24.84,670.50,Charge Controller to inverter
2024-10-27 08:00:00,30.98,927.11,65.09,53.73,23.60,28.10,123.58,Solar Panel output
2024-10-27 09:00:00,34.29,642.48,88.56,44.83,27.98,46.76,810.55,Charge Controller to battery
2024-10-27 10:00:00,33.20,596.22,53.57,48.00,15.59,25.58,527.20,Charge Controller to inverter
2024-10-27 11:00:00,25.60,800.56,77.48,56.44,13.55,21.30,713.34,Solar Panel output
2024-10-27 12:00:00,39.10,884.71,69.75,38.98,29.04,20.76,906.18,Charge Controller to battery
2024-10-27 13:00:00,34.76,857.37,65.51,36.44,16.12,28.48,"1,258.95",Charge Controller to inverter
2024-10-27 14:00:00,31.09,878.69,75.31,25.38,17.23,39.34,973.42,Charge Controller to inverter
2024-10-27 15:00:00,32.23,661.35,78.15,53.93,13.79,19.42,658.99,Charge Controller to inverter
2024-10-27 16:00:00,28.39,890.70,50.17,53.03,27.74,37.53,"1,190.81",Charge Controller to battery
2024-10-27 17:00:00,24.95,472.13,56.68,28.66,19.22,12.76,"1,309.70",Charge Controller to inverter
2024-10-27 18:00:00,27.12,726.69,78.52,45.19,24.05,27.08,225.27,Charge Controller to battery
2024-10-27 19:00:00,35.16,403.46,76.66,41.24,25.30,39.93,794.07,Battery output
2024-10-27 20:00:00,20.29,594.75,88.64,29.15,13.55,24.19,452.63,Charge Controller to inverter
2024-10-27 21:00:00,22.32,619.88,80.44,59.32,15.84,32.29,124.94,Battery output
2024-10-27 22:00:00,20.92,637.70,88.03,32.51,26.21,19.38,982.59,Solar Panel output
2024-10-27 23:00:00,20.81,817.28,78.10,27.35,14.08,38.71,"1,250.62",Charge Controller to inverter
2024-10-28 00:00:00,37.11,633.13,61.92,45.82,24.85,13.88,284.81,Solar Panel output
2024-10-28 01:00:00,34.07,669.22,54.21,50.86,28.52,42.69,"1,181.13",Solar Panel output
2024-10-28 02:00:00,29.48,542.53,81.27,26.14,20.58,19.14,"1,237.69",Solar Panel output
2024-10-28 03:00:00,21.96,623.95,75.77,48.06,23.54,43.48,"1,321.79",Battery output
2024-10-28 04:00:00,29.83,536.36,51.93,43.63,25.13,24.69,426.09,Charge Controller to battery
2024-10-28 05:00:00,29.47,443.92,64.40,28.61,26.13,38.02,"1,307.46",Battery output
2024-10-28 06:00:00,23.46,762.07,88.27,31.04,14.88,23.49,502.51,Battery output
2024-10-28 07:00:00,28.68,800.93,70.02,44.88,6.28,44.61,822.23,Solar Panel output
2024-10-28 08:00:00,27.97,771.69,67.31,35.37,15.05,16.56,129.70,Charge Controller to inverter
2024-10-28 09:00:00,32.32,678.10,68.31,57.84,21.84,18.43,120.56,Charge Controller to battery
2024-10-28 10:00:00,32.70,627.87,58.36,53.66,16.26,29.75,"1,054.12",Solar Panel output
2024-10-28 11:00:00,20.91,918.00,64.75,59.42,23.72,14.95,673.38,Charge Controller to battery
2024-10-28 12:00:00,27.49,711.45,64.79,34.09,13.92,19.06,413.68,Battery output
2024-10-28 13:00:00,32.52,687.51,52.09,58.94,20.87,45.98,322.77,Charge Controller to battery
2024-10-28 14:00:00,30.06,415.39,80.70,40.09,9.66,47.15,984.54,Charge Controller to battery
2024-10-28 15:00:00,37.13,604.75,66.66,37.16,23.73,25.55,60.55,Charge Controller to inverter
2024-10-28 16:00:00,33.17,628.12,82.89,26.76,18.64,45.24,"1,172.13",Solar Panel output
2024-10-28 17:00:00,23.26,639.29,84.01,26.85,10.10,31.61,169.36,Charge Controller to battery
2024-10-28 18:00:00,21.41,748.10,58.48,49.22,12.30,21.71,324.26,Charge Controller to battery
2024-10-28 19:00:00,32.85,720.16,76.29,41.03,23.72,37.29,593.01,Battery output
2024-10-28 20:00:00,20.53,764.74,68.89,32.93,17.07,35.72,729.11,Battery output
2024-10-28 21:00:00,31.72,858.93,85.21,46.49,10.40,47.61,549.89,Charge Controller to battery
2024-10-28 22:00:00,38.80,887.79,58.63,33.85,29.18,21.54,502.58,Solar Panel output
2024-10-28 23:00:00,31.51,830.87,77.11,45.22,22.88,36.19,"1,390.20",Charge Controller to battery
2024-10-29 00:00:00,27.76,973.31,74.31,37.57,28.93,13.87,945.38,Charge Controller to battery
2024-10-29 01:00:00,32.87,410.94,61.81,53.82,15.68,16.09,92.34,Charge Controller to inverter
2024-10-29 02:00:00,29.17,517.47,55.46,53.72,16.88,12.14,653.64,Solar Panel output
2024-10-29 03:00:00,30.91,404.54,76.07,41.71,27.45,47.98,"1,267.51",Charge Controller to inverter
2024-10-29 04:00:00,38.83,788.48,79.54,37.28,18.13,40.88,476.01,Solar Panel output
2024-10-29 05:00:00,27.72,938.82,62.63,37.69,22.68,40.32,190.49,Solar Panel output
2024-10-29 06:00:00,39.22,546.09,75.79,53.20,11.30,30.35,"1,106.57",Solar Panel output
2024-10-29 07:00:00,38.11,956.22,65.81,36.49,16.17,22.80,896.30,Charge Controller to inverter
2024-10-29 08:00:00,23.92,436.16,78.53,32.32,8.09,17.45,847.03,Charge Controller to inverter
2024-10-29 09:00:00,21.39,960.66,57.97,27.96,10.15,22.25,133.94,Charge Controller to inverter
2024-10-29 10:00:00,22.02,610.97,85.61,41.33,5.02,25.53,253.89,Battery output
2024-10-29 11:00:00,20.36,460.85,61.50,41.87,5.98,39.23,919.12,Charge Controller to inverter
2024-10-29 12:00:00,21.89,691.52,64.71,54.43,29.43,31.43,346.80,Battery output
2024-10-29 13:00:00,33.66,554.07,52.32,32.74,11.06,14.79,755.62,Battery output
2024-10-29 14:00:00,21.42,570.92,54.46,38.33,21.58,12.65,811.94,Battery output
2024-10-29 15:00:00,26.38,584.37,70.63,53.29,25.98,15.68,451.24,Charge Controller to battery
2024-10-29 16:00:00,36.90,881.82,60.70,53.83,18.77,26.78,"1,368.83",Charge Controller to battery
2024-10-29 17:00:00,20.47,723.50,83.42,38.46,8.83,45.59,"1,222.60",Charge Controller to battery
2024-10-29 18:00:00,36.29,586.78,50.59,41.07,23.20,34.95,"1,056.88",Battery output
2024-10-29 19:00:00,25.64,766.20,65.16,35.62,20.01,40.87,167.63,Battery output
2024-10-29 20:00:00,22.36,829.69,63.49,57.64,23.28,28.79,206.46,Solar Panel output
2024-10-29 21:00:00,33.93,563.57,50.77,29.15,24.24,25.02,740.04,Battery output
2024-10-29 22:00:00,32.58,648.13,54.97,57.68,29.39,15.90,281.78,Charge Controller to battery
2024-10-29 23:00:00,37.55,473.13,66.55,48.94,19.34,43.53,"1,410.01",Battery output
2024-10-30 00:00:00,34.70,508.69,69.71,43.61,13.54,40.19,278.76,Battery output
2024-10-30 01:00:00,36.07,808.67,66.17,26.14,21.21,18.05,732.71,Solar Panel output
2024-10-30 02:00:00,25.64,508.86,71.24,41.65,6.71,30.44,562.49,Battery output
2024-10-30 03:00:00,23.55,715.10,73.81,39.27,27.43,29.55,942.35,Charge Controller to inverter
2024-10-30 04:00:00,35.01,825.43,50.40,30.64,7.98,34.50,238.07,Solar Panel output
2024-10-30 05:00:00,36.14,464.13,68.56,47.97,13.20,46.06,653.84,Battery output
2024-10-30 06:00:00,39.81,740.39,88.54,58.99,25.39,32.87,439.09,Battery output
2024-10-30 07:00:00,28.25,553.94,70.76,44.68,19.93,31.45,"1,285.10",Solar Panel output
2024-10-30 08:00:00,27.44,977.76,77.10,50.02,14.84,13.81,116.01,Battery output
2024-10-30 09:00:00,35.53,690.13,62.47,27.40,16.84,14.26,"1,320.94",Charge Controller to battery
2024-10-30 10:00:00,26.82,883.60,80.96,39.62,26.36,18.74,"1,209.53",Charge Controller to inverter
2024-10-30 11:00:00,38.62,730.14,80.92,29.07,13.50,13.17,470.65,Charge Controller to inverter
2024-10-30 12:00:00,37.17,426.05,70.85,46.45,26.74,38.76,"1,149.22",Charge Controller to battery
2024-10-30 13:00:00,28.58,779.89,89.04,57.85,7.20,38.04,103.07,Battery output
2024-10-30 14:00:00,35.02,970.84,55.02,48.16,24.42,16.90,"1,394.27",Battery output
2024-10-30 15:00:00,35.09,760.97,50.68,27.69,26.19,42.10,786.70,Charge Controller to inverter
2024-10-30 16:00:00,22.06,891.51,80.81,37.41,9.55,17.57,478.53,Battery output
2024-10-30 17:00:00,38.05,930.52,82.29,44.27,15.76,22.84,560.36,Charge Controller to inverter
2024-10-30 18:00:00,30.11,536.85,54.81,39.11,9.14,20.96,151.64,Charge Controller to inverter
2024-10-30 19:00:00,36.53,527.23,60.62,54.18,22.67,25.40,"1,425.30",Charge Controller to battery
2024-10-30 20:00:00,26.40,766.59,50.70,53.51,18.38,21.17,114.22,Charge Controller to inverter
2024-10-30 21:00:00,37.91,646.62,61.73,46.41,20.88,29.60,963.77,Battery output
2024-10-30 22:00:00,27.78,903.92,80.93,38.07,9.91,26.67,670.98,Battery output
2024-10-30 23:00:00,20.22,940.01,70.72,33.94,10.29,47.52,"1,369.50",Solar Panel output
2024-10-31 00:00:00,38.11,612.05,63.92,28.71,6.04,14.01,399.48,Battery output
2024-10-31 01:00:00,21.83,542.12,64.87,37.42,13.05,17.12,794.28,Solar Panel output
2024-10-31 02:00:00,26.39,868.32,50.05,39.46,18.99,13.90,725.65,Charge Controller to inverter
2024-10-31 03:00:00,39.00,564.88,61.99,48.65,26.45,34.53,"1,029.96",Battery output
2024-10-31 04:00:00,39.01,893.57,75.86,48.04,21.67,13.96,153.85,Charge Controller to battery
2024-10-31 05:00:00,31.47,654.24,88.97,27.45,15.88,42.11,327.43,Charge Controller to battery
2024-10-31 06:00:00,32.64,800.53,83.88,38.83,28.83,30.43,356.10,Charge Controller to battery
2024-10-31 07:00:00,28.97,457.32,50.94,31.36,22.98,30.97,"1,078.65",Charge Controller to inverter
2024-10-31 08:00:00,25.86,774.32,85.94,30.49,28.25,32.22,321.01,Charge Controller to inverter
2024-10-31 09:00:00,26.57,671.06,81.33,53.96,18.19,18.15,851.42,Solar Panel output
2024-10-31 10:00:00,33.45,751.97,81.22,26.47,11.47,19.12,357.04,Charge Controller to battery
2024-10-31 11:00:00,35.05,500.81,68.32,39.67,6.32,23.48,"1,249.04",Solar Panel output
2024-10-31 12:00:00,35.83,842.12,65.92,30.89,23.15,33.37,"1,360.22",Solar Panel output
2024-10-31 13:00:00,35.79,917.68,62.12,55.78,8.03,19.56,775.52,Battery output
2024-10-31 14:00:00,21.82,530.04,52.63,44.50,12.57,16.19,546.19,Battery output
2024-10-31 15:00:00,29.89,457.43,59.13,33.10,18.31,46.92,383.00,Charge Controller to battery
2024-10-31 16:00:00,21.15,414.18,59.86,42.58,19.11,12.79,128.70,Charge Controller to inverter
2024-10-31 17:00:00,30.99,785.18,69.36,50.60,20.01,40.90,430.53,Battery output
2024-10-31 18:00:00,28.83,764.26,79.90,58.53,9.16,40.37,962.85,Charge Controller to inverter
2024-10-31 19:00:00,37.75,728.02,68.95,32.72,14.49,22.70,796.39,Solar Panel output
2024-10-31 20:00:00,27.02,539.17,52.31,56.02,20.43,16.88,"1,362.78",Solar Panel output
2024-10-31 21:00:00,22.34,634.54,88.31,57.70,29.25,17.24,606.86,Solar Panel output
2024-10-31 22:00:00,22.86,756.69,87.71,57.07,23.19,37.11,"1,017.53",Solar Panel output
2024-10-31 23:00:00,35.23,698.06,81.41,47.24,28.07,35.14,735.27,Charge Controller to battery
2024-11-01 00:00:00,32.36,992.67,89.65,47.04,24.06,40.18,767.36,Solar Panel output
2024-11-01 01:00:00,22.02,481.86,71.78,39.11,19.79,45.75,429.53,Battery output
2024-11-01 02:00:00,21.68,817.09,88.51,51.33,9.80,36.91,687.83,Solar Panel output
2024-11-01 03:00:00,34.02,642.59,53.02,43.60,21.67,17.61,709.68,Charge Controller to inverter
2024-11-01 04:00:00,21.46,656.92,64.63,48.71,20.58,20.76,"1,035.17",Battery output
2024-11-01 05:00:00,36.44,830.56,59.02,40.00,20.06,42.32,"1,358.08",Charge Controller to inverter
2024-11-01 06:00:00,34.12,815.46,57.83,50.60,17.24,19.54,514.46,Charge Controller to inverter
2024-11-01 07:00:00,21.63,994.75,55.63,53.86,18.22,14.61,118.24,Charge Controller to battery
2024-11-01 08:00:00,21.70,477.04,74.90,30.13,13.36,37.32,744.89,Charge Controller to battery
2024-11-01 09:00:00,39.73,462.47,81.25,54.15,17.98,26.49,811.36,Charge Controller to inverter
2024-11-01 10:00:00,27.49,834.60,73.13,43.91,9.94,45.12,292.45,Charge Controller to inverter
2024-11-01 11:00:00,27.41,747.03,55.88,54.56,25.13,35.41,"1,109.44",Solar Panel output
2024-11-01 12:00:00,36.26,564.50,82.44,40.10,9.64,15.26,"1,419.20",Battery output
2024-11-01 13:00:00,38.94,447.65,75.44,38.27,7.12,46.12,"1,365.17",Solar Panel output
2024-11-01 14:00:00,39.72,451.39,65.53,57.03,15.91,21.31,332.01,Charge Controller to battery
2024-11-01 15:00:00,35.07,936.51,76.97,33.79,21.46,24.14,"1,268.00",Charge Controller to battery
2024-11-01 16:00:00,27.53,515.12,60.40,54.55,15.94,26.48,"1,032.20",Solar Panel output
2024-11-01 17:00:00,21.67,594.02,63.81,41.94,11.92,13.84,686.31,Battery output
2024-11-01 18:00:00,35.54,535.99,86.70,42.99,18.95,29.87,806.04,Charge Controller to inverter
2024-11-01 19:00:00,31.17,613.00,61.62,35.80,13.68,16.44,"1,232.45",Solar Panel output
2024-11-01 20:00:00,28.48,441.65,68.80,45.06,28.32,26.43,722.59,Charge Controller to battery
2024-11-01 21:00:00,38.13,711.44,85.61,36.38,28.07,24.63,575.03,Battery output
2024-11-01 22:00:00,22.22,440.57,78.31,26.37,17.56,39.82,740.68,Charge Controller to battery
2024-11-01 23:00:00,29.85,880.21,52.49,34.52,13.20,40.91,859.20,Battery output
2024-11-02 00:00:00,20.23,540.23,55.89,25.22,23.43,17.52,320.93,Battery output
2024-11-02 01:00:00,29.37,724.01,50.31,59.24,5.92,25.20,"1,303.25",Battery output
2024-11-02 02:00:00,21.13,928.05,75.24,58.80,16.87,25.44,990.38,Solar Panel output
2024-11-02 03:00:00,22.38,790.53,67.91,38.83,13.41,17.45,933.91,Solar Panel output
2024-11-02 04:00:00,22.35,719.77,55.37,50.49,28.01,40.74,197.30,Solar Panel output
2024-11-02 05:00:00,32.98,594.60,88.32,37.10,5.30,37.46,893.76,Battery output
2024-11-02 06:00:00,34.92,599.80,71.19,48.49,18.82,18.85,226.93,Battery output
2024-11-02 07:00:00,31.67,801.69,59.68,53.19,23.52,25.20,168.60,Charge Controller to battery
2024-11-02 08:00:00,39.24,996.48,70.02,58.14,17.13,15.81,787.69,Charge Controller to inverter
2024-11-02 09:00:00,27.50,797.10,77.18,39.01,7.14,34.62,615.84,Solar Panel output
2024-11-02 10:00:00,25.71,734.67,53.05,52.42,29.31,16.37,872.56,Battery output
2024-11-02 11:00:00,37.37,838.39,60.99,34.31,17.95,47.49,183.13,Charge Controller to battery
2024-11-02 12:00:00,24.47,679.12,82.28,59.66,20.35,40.10,654.76,Charge Controller to battery
2024-11-02 13:00:00,39.26,436.09,68.39,25.90,10.92,26.05,301.21,Charge Controller to battery
2024-11-02 14:00:00,20.24,737.38,71.86,46.12,17.09,32.83,"1,422.20",Solar Panel output
2024-11-02 15:00:00,39.40,974.58,67.31,48.08,15.73,44.81,834.39,Solar Panel output
2024-11-02 16:00:00,20.86,505.18,51.76,49.08,6.87,31.95,"1,008.66",Charge Controller to inverter
2024-11-02 17:00:00,37.82,814.00,56.63,29.21,7.65,18.28,509.08,Charge Controller to battery
2024-11-02 18:00:00,30.55,520.56,67.82,57.85,25.94,25.63,190.74,Solar Panel output
2024-11-02 19:00:00,39.86,721.50,58.37,31.34,11.00,42.35,"1,406.70",Charge Controller to battery
2024-11-02 20:00:00,21.48,458.01,52.00,46.80,9.87,35.19,455.04,Battery output
2024-11-02 21:00:00,31.08,670.22,83.75,32.79,17.62,35.43,644.86,Charge Controller to battery
2024-11-02 22:00:00,39.39,853.70,89.25,35.75,24.22,43.21,956.81,Charge Controller to inverter
2024-11-02 23:00:00,30.46,608.54,81.73,44.13,6.55,44.18,94.08,Solar Panel output
2024-11-03 00:00:00,32.59,798.95,84.15,39.60,19.42,45.11,"1,178.16",Battery output
2024-11-03 01:00:00,33.91,877.27,59.68,30.61,7.98,15.41,800.48,Solar Panel output
2024-11-03 02:00:00,29.09,956.31,88.43,30.98,5.91,31.59,443.94,Battery output
2024-11-03 03:00:00,32.55,540.79,57.88,39.64,6.32,38.66,145.02,Charge Controller to battery
2024-11-03 04:00:00,31.69,639.59,88.06,51.50,25.85,39.25,284.25,Charge Controller to battery
2024-11-03 05:00:00,38.02,491.45,89.79,56.43,7.95,33.84,"1,295.15",Charge Controller to inverter
2024-11-03 06:00:00,20.91,995.49,78.47,27.94,6.13,18.00,"1,006.71",Charge Controller to inverter
2024-11-03 07:00:00,25.62,956.20,89.25,38.76,15.95,40.71,404.86,Battery output
2024-11-03 08:00:00,39.01,723.97,72.78,28.51,26.10,37.92,150.53,Charge Controller to inverter
2024-11-03 09:00:00,37.81,905.22,60.38,25.58,11.56,15.10,"1,013.05",Charge Controller to inverter
2024-11-03 10:00:00,29.11,712.57,67.48,48.16,15.54,28.70,849.92,Charge Controller to inverter
2024-11-03 11:00:00,32.40,774.15,73.74,46.09,6.00,18.26,618.24,Charge Controller to inverter
2024-11-03 12:00:00,25.55,453.47,52.92,30.71,16.23,24.15,561.78,Charge Controller to battery
2024-11-03 13:00:00,23.76,853.16,74.89,33.18,19.44,12.65,359.20,Charge Controller to inverter
2024-11-03 14:00:00,29.27,476.63,89.25,25.83,19.27,26.41,984.06,Charge Controller to battery
2024-11-03 15:00:00,27.07,895.64,57.60,54.22,13.31,31.80,"1,399.52",Charge Controller to battery
2024-11-03 16:00:00,31.67,869.22,81.70,59.11,12.89,34.30,302.49,Solar Panel output
2024-11-03 17:00:00,21.55,825.25,86.32,29.74,7.67,35.89,884.02,Charge Controller to battery
2024-11-03 18:00:00,39.49,421.70,87.75,33.10,14.17,42.11,645.38,Charge Controller to battery
2024-11-03 19:00:00,39.72,581.88,88.41,55.39,7.49,19.76,676.43,Charge Controller to inverter
2024-11-03 20:00:00,33.96,557.87,70.86,57.43,24.16,16.34,410.72,Charge Controller to battery
2024-11-03 21:00:00,30.72,616.08,89.09,39.69,29.16,42.66,"1,198.69",Battery output
2024-11-03 22:00:00,26.19,452.59,80.29,26.77,29.25,17.64,729.65,Charge Controller to inverter
2024-11-03 23:00:00,36.28,962.17,56.47,26.38,26.63,47.09,809.90,Charge Controller to inverter
2024-11-04 00:00:00,33.69,732.28,69.08,45.09,20.02,42.33,480.57,Charge Controller to inverter
2024-11-04 01:00:00,23.25,583.31,78.73,38.75,22.52,30.03,310.90,Solar Panel output
2024-11-04 02:00:00,38.22,638.19,59.89,26.00,12.13,47.33,178.56,Charge Controller to inverter
2024-11-04 03:00:00,36.45,668.32,75.62,45.41,20.77,15.51,"1,045.48",Charge Controller to battery
2024-11-04 04:00:00,39.00,760.36,76.66,25.40,16.39,22.91,330.80,Battery output
2024-11-04 05:00:00,34.51,709.41,56.51,52.56,17.05,34.98,"1,012.30",Charge Controller to inverter
2024-11-04 06:00:00,32.27,951.64,72.60,35.73,23.94,24.60,598.72,Charge Controller to inverter
2024-11-04 07:00:00,28.36,698.18,80.87,26.41,12.05,45.42,633.77,Battery output
2024-11-04 08:00:00,38.65,995.29,69.96,45.59,12.95,14.36,707.46,Charge Controller to inverter
2024-11-04 09:00:00,37.32,910.85,50.48,38.92,28.12,31.78,567.44,Solar Panel output
2024-11-04 10:00:00,20.90,525.11,50.36,59.08,6.41,33.27,198.86,Charge Controller to battery
2024-11-04 11:00:00,20.53,958.36,64.28,44.05,17.14,35.50,487.29,Battery output
2024-11-04 12:00:00,27.53,469.82,87.05,34.63,27.82,21.20,975.95,Battery output
2024-11-04 13:00:00,36.21,890.47,59.15,49.83,20.26,25.12,978.78,Solar Panel output
2024-11-04 14:00:00,39.75,628.37,75.37,34.50,18.66,42.37,454.99,Charge Controller to battery
2024-11-04 15:00:00,23.01,926.78,58.88,56.65,11.24,19.02,694.94,Solar Panel output
2024-11-04 16:00:00,31.88,920.83,62.87,38.12,13.58,41.77,326.96,Charge Controller to battery
2024-11-04 17:00:00,27.62,883.56,83.92,44.25,26.30,32.26,350.31,Solar Panel output
2024-11-04 18:00:00,39.40,874.02,79.15,26.77,18.98,39.44,91.80,Charge Controller to inverter
2024-11-04 19:00:00,36.84,582.81,53.82,39.91,17.87,37.69,"1,297.51",Solar Panel output
2024-11-04 20:00:00,36.77,448.55,67.15,54.13,7.49,19.47,350.78,Battery output
2024-11-04 21:00:00,29.37,641.79,51.17,53.20,5.40,32.48,374.00,Battery output
2024-11-04 22:00:00,28.30,504.11,69.24,32.85,29.09,43.24,445.85,Battery output
2024-11-04 23:00:00,25.47,816.97,76.50,32.91,14.42,27.56,235.82,Solar Panel output
2024-11-05 00:00:00,21.13,607.66,54.74,53.61,20.08,46.80,942.18,Battery output
2024-11-05 01:00:00,37.29,985.37,61.56,57.56,6.99,28.28,163.70,Battery output
2024-11-05 02:00:00,36.26,784.58,65.91,28.34,22.08,17.14,245.20,Charge Controller to inverter
2024-11-05 03:00:00,39.99,893.49,86.78,40.75,28.31,26.02,949.76,Charge Controller to inverter
2024-11-05 04:00:00,39.93,479.51,89.73,36.81,19.39,46.26,528.73,Charge Controller to battery
2024-11-05 05:00:00,31.11,917.21,51.80,55.47,8.15,23.51,"1,036.97",Charge Controller to battery
2024-11-05 06:00:00,35.38,953.65,80.44,27.92,19.54,43.25,829.25,Charge Controller to battery
2024-11-05 07:00:00,38.90,692.24,64.87,32.39,24.16,43.73,413.31,Solar Panel output
2024-11-05 08:00:00,36.99,763.75,65.70,51.34,15.16,24.61,958.14,Charge Controller to battery
2024-11-05 09:00:00,24.95,858.89,80.17,26.80,27.00,15.00,220.46,Solar Panel output
2024-11-05 10:00:00,29.01,504.90,86.74,42.24,21.22,38.08,800.25,Solar Panel output
2024-11-05 11:00:00,22.58,701.54,88.04,40.47,27.48,23.21,663.26,Charge Controller to battery
2024-11-05 12:00:00,39.08,639.20,73.08,36.70,20.59,40.19,429.67,Charge Controller to battery
2024-11-05 13:00:00,32.12,487.82,64.28,38.81,8.28,27.94,893.53,Solar Panel output
2024-11-05 14:00:00,24.57,620.52,81.50,43.55,12.74,29.47,"1,262.44",Charge Controller to inverter
2024-11-05 15:00:00,33.43,440.90,60.04,30.65,10.04,40.00,"1,438.49",Battery output
2024-11-05 16:00:00,32.36,415.49,72.56,45.02,27.72,25.77,898.71,Battery output
2024-11-05 17:00:00,27.16,481.10,64.34,53.19,24.01,27.95,618.49,Battery output
2024-11-05 18:00:00,22.27,977.87,76.27,51.61,21.91,25.54,370.79,Charge Controller to inverter
2024-11-05 19:00:00,33.43,729.72,59.62,30.39,12.52,25.22,414.79,Solar Panel output
2024-11-05 20:00:00,30.41,979.49,57.66,30.22,9.60,30.93,721.65,Charge Controller to battery
2024-11-05 21:00:00,35.45,659.50,86.73,34.39,23.91,41.12,566.84,Solar Panel output
2024-11-05 22:00:00,30.40,587.09,54.07,37.64,16.85,25.02,"1,321.06",Solar Panel output
